original_id,original_acronym,original_name,target_id,target_acronym
806,SSs2/3,Supplemental somatosensory area layer 2/3,315,Isocortex
807,DGmb-mo,Dentate gyrus medial blade molecular layer,1080,HIP
809,PALc,Pallidum caudal region,623,CNU
810,ACAv6a,Anterior cingulate area ventral part 6a,315,Isocortex
811,ICc,Inferior colliculus central nucleus,313,MB
814,DP,Dorsal peduncular area,698,OLF
815,DGmb-po,Dentate gyrus medial blade polymorph layer,1080,HIP
816,AUDp4,Primary auditory area layer 4,315,Isocortex
818,PALd,Pallidum dorsal region,623,CNU
819,ACAv6b,Anterior cingulate area ventral part 6b,315,Isocortex
820,ICd,Inferior colliculus dorsal nucleus,313,MB
821,VISp2/3,Primary visual area layer 2/3,315,Isocortex
822,RHP,Retrohippocampal region,822,RHP
823,DGmb-sg,Dentate gyrus medial blade granule cell layer,1080,HIP
826,PALm,Pallidum medial region,623,CNU
827,ILA5,Infralimbic area layer 5,315,Isocortex
828,ICe,Inferior colliculus external nucleus,313,MB
829,SUBd-m,Subiculum dorsal part molecular layer,822,RHP
830,DMH,Dorsomedial nucleus of the hypothalamus,1129,IB
831,AId6b,Agranular insular area dorsal part layer 6b,315,Isocortex
834,SCzo,Superior colliculus zonal layer,313,MB
835,PALv,Pallidum ventral region,623,CNU
836,ECT1,Ectorhinal area/Layer 1,315,Isocortex
837,SUBd-sr,Subiculum dorsal part stratum radiatum,822,RHP
838,SSp-n2/3,Primary somatosensory area nose layer 2/3,315,Isocortex
839,DMX,Dorsal motor nucleus of the vagus nerve,1065,HB
842,SCsg,Superior colliculus superficial gray layer,313,MB
843,PAR,Parasubiculum,822,RHP
844,MOp6a,Primary motor area Layer 6a,315,Isocortex
845,SUBd-sp,Subiculum dorsal part pyramidal layer,822,RHP
846,DN,Dentate nucleus,519,CBN
847,AUDp5,Primary auditory area layer 5,315,Isocortex
849,VISC6b,Visceral area layer 6b,315,Isocortex
851,SCop,Superior colliculus optic layer,313,MB
852,PARN,Parvicellular reticular nucleus,1065,HB
853,SUBv-m,Subiculum ventral part molecular layer,822,RHP
854,SSp-ul2/3,Primary somatosensory area upper limb layer 2/3,315,Isocortex
856,DORpm,Thalamus polymodal association cortex related,1129,IB
857,VISC6a,Visceral area layer 6a,315,Isocortex
859,PAS,Parasolitary nucleus,1065,HB
860,PBlc,Parabrachial nucleus lateral division central lateral part,1065,HB
861,SUBv-sr,Subiculum ventral part stratum radiatum,822,RHP
862,SSs6a,Supplemental somatosensory area layer 6a,315,Isocortex
864,DORsm,Thalamus sensory-motor cortex related,1129,IB
865,SSp4,Primary somatosensory area layer 4,315,Isocortex
867,PB,Parabrachial nucleus,1065,HB
868,PBld,Parabrachial nucleus lateral division dorsal lateral part,1065,HB
869,VISpl4,Posterolateral visual area layer 4,315,Isocortex
870,SUBv-sp,Subiculum ventral part pyramidal layer,822,RHP
872,DR,Dorsal nucleus raphe,313,MB
873,SSs1,Supplemental somatosensory area layer 1,315,Isocortex
874,PBG,Parabigeminal nucleus,313,MB
875,PBle,Parabrachial nucleus lateral division external lateral part,1065,HB
878,SSp-m1,Primary somatosensory area mouth layer 1,315,Isocortex
879,RSPd,Retrosplenial area dorsal part,315,Isocortex
880,DTN,Dorsal tegmental nucleus,1065,HB
881,PBl,Parabrachial nucleus lateral division,1065,HB
882,MOp6b,Primary motor area Layer 6b,315,Isocortex
883,PBls,Parabrachial nucleus lateral division superior lateral part,1065,HB
886,RSPv,Retrosplenial area ventral part,315,Isocortex
887,ECO,Efferent cochlear group,1065,HB
888,PERI2/3,Perirhinal area layer 2/3,315,Isocortex
889,SSp-n6a,Primary somatosensory area nose layer 6a,315,Isocortex
890,PBm,Parabrachial nucleus medial division,1065,HB
891,PBlv,Parabrachial nucleus lateral division ventral lateral part,1065,HB
893,SSs6b,Supplemental somatosensory area layer 6b,315,Isocortex
894,RSPagl,Retrosplenial area lateral agranular part,315,Isocortex
895,ECT,Ectorhinal area,315,Isocortex
897,VISC1,Visceral area layer 1,315,Isocortex
898,PCG,Pontine central gray,1065,HB
899,PBme,Parabrachial nucleus medial division external medial part,1065,HB
902,VISpl5,Posterolateral visual area layer 5,315,Isocortex
903,ECU,External cuneate nucleus,1065,HB
904,MSC,Medial septal complex,623,CNU
905,VISal2/3,Anterolateral visual area layer 2/3,315,Isocortex
906,RSPagl6a,Retrosplenial area lateral agranular part layer 6a,315,Isocortex
907,PCN,Paracentral nucleus,1129,IB
909,ENT,Entorhinal area,822,RHP
910,ORBm6a,Orbital area medial part layer 6a,315,Isocortex
912,LING,Lingula (I),528,CBX
913,VIS4,Visual areas layer 4,315,Isocortex
914,PD,Posterodorsal preoptic nucleus,1129,IB
915,PBmm,Parabrachial nucleus medial division medial medial part,1065,HB
918,ENTl,Entorhinal area lateral part,822,RHP
919,ACAd6a,Anterior cingulate area dorsal part layer 6a,315,Isocortex
920,CENT,Central lobule,528,CBX
921,SSp5,Primary somatosensory area layer 5,315,Isocortex
922,PERI,Perirhinal area,315,Isocortex
923,PBmv,Parabrachial nucleus medial division ventral medial part,1065,HB
926,ENTm,Entorhinal area medial part dorsal zone,822,RHP
927,ACAd6b,Anterior cingulate area dorsal part layer 6b,315,Isocortex
928,CUL,Culmen,528,CBX
929,SSp-n6b,Primary somatosensory area nose layer 6b,315,Isocortex
930,PF,Parafascicular nucleus,1129,IB
931,PG,Pontine gray,1065,HB
934,ENTmv,Entorhinal area medial part ventral zone,822,RHP
935,ACAd1,Anterior cingulate area dorsal part layer 1,315,Isocortex
936,DEC,Declive (VI),528,CBX
937,VIS5,Visual areas layer 5,315,Isocortex
938,PGRN,Paragigantocellular reticular nucleus,1065,HB
939,AMBd,Nucleus ambiguus dorsal division,1065,HB
942,EP,Endopiriform nucleus,703,CTXsp
943,MOp2/3,Primary motor area Layer 2/3,315,Isocortex
944,FOTU,Folium-tuber vermis (VII),528,CBX
945,SSp-ul6a,Primary somatosensory area upper limb layer 6a,315,Isocortex
946,PH,Posterior hypothalamic nucleus,1129,IB
947,MO6b,Somatomotor areas Layer 6b,315,Isocortex
950,SSp-m4,Primary somatosensory area mouth layer 4,315,Isocortex
951,PYR,Pyramus (VIII),528,CBX
952,EPd,Endopiriform nucleus dorsal part,703,CTXsp
953,PIN,Pineal body,1129,IB
954,AUDp6a,Primary auditory area layer 6a,315,Isocortex
955,LRNm,Lateral reticular nucleus magnocellular part,1065,HB
957,UVU,Uvula (IX),528,CBX
958,EPI,Epithalamus,1129,IB
959,AUDv1,Ventral auditory area layer 1,315,Isocortex
961,PIR,Piriform area,698,OLF
962,MOs2/3,Secondary motor area layer 2/3,315,Isocortex
963,LRNp,Lateral reticular nucleus parvicellular part,1065,HB
965,RSPagl2/3,Retrosplenial area lateral agranular part layer 2/3,315,Isocortex
966,EPv,Endopiriform nucleus ventral part,703,CTXsp
968,NOD,Nodulus (X),528,CBX
969,ORBvl1,Orbital area ventrolateral part layer 1,315,Isocortex
970,PGRNd,Paragigantocellular reticular nucleus dorsal part,1065,HB
972,PL,Prelimbic area,315,Isocortex
973,VISl2/3,Lateral visual area layer 2/3,315,Isocortex
974,SSp-m5,Primary somatosensory area mouth layer 5,315,Isocortex
975,EW,Edinger-Westphal nucleus,313,MB
976,CENT2,Lobule II,528,CBX
977,ECT6a,Ectorhinal area/Layer 6a,315,Isocortex
978,PGRNl,Paragigantocellular reticular nucleus lateral part,1065,HB
980,PMd,Dorsal premammillary nucleus,1129,IB
981,SSp-bfd1,Primary somatosensory area barrel field layer 1,315,Isocortex
